Reline Complete Mandibular Denture (Laboratory)	D5751	0	269	FALSE
Reline Maxillary Partial Denture (Laboratory)	D5760	0	244	FALSE
Reline Mandibular Partial Denture (Laboratory)	D5761	0	245	FALSE
Interim Complete Denture (Maxillary)	D5810	0	751	FALSE
Interim Complete Denture (Mandibular)	D5811	0	751	FALSE
Interim Partial Denture (Maxillary)	D5820	0	298	FALSE
Interim Partial Denture (Mandibular)	D5821	0	296	FALSE
Tissue Conditioning, Maxillary	D5850	0	82	FALSE
Tissue Conditioning, Mandibular	D5851	0	82	FALSE
Precision Attachment, By Report	D5862	0	255	FALSE
Replacement Of Replaceable Part Of Semi-Precision Or Precision Attachment (Male Or Female Component)	D5867	0	109	FALSE
Modification Of Removable Prosthesis Following Implant Surgery	D5875	0	145	FALSE
Facial Moulage (Sectional)	D5911	0	127	FALSE
Facial Moulage (Complete)	D5912	0	127	FALSE
Nasal Prosthesis	D5913	0	2687	FALSE
Auricular Prosthesis	D5914	0	2687	FALSE
Orbital Prosthesis	D5915	0	3630	FALSE
Ocular Prosthesis	D5916	0	971	FALSE
Facial Prosthesis	D5919	0	352	FALSE
Nasal Septal Prosthesis	D5922	0	233	FALSE
Cranial Prosthesis	D5924	0	464	FALSE
Nasal Prosthesis, Replacement	D5926	0	783	FALSE
Auricular Prosthesis, Replacement	D5927	0	832	FALSE
Obturator Prosthesis, Surgical	D5931	0	1449	FALSE
Obturator Prosthesis, Definitive	D5932	0	1013	FALSE
Obturator Prosthesis, Modification	D5933	0	146	FALSE
Mandibular Resection Prosthesis With Guide Flange	D5934	0	2462	FALSE
Mandibular Resection Prosthesis Without Guide Flange	D5935	0	2139	FALSE
Obturator Prosthesis, Interim	D5936	0	745	FALSE
Feeding Aid	D5951	0	394	FALSE
Speech Aid Prosthesis, Pediatric	D5952	0	1280	FALSE
Speech Aid Prosthesis, Adult	D5953	0	751	FALSE
Palatal Augmentation Prosthesis	D5954	0	323	FALSE
Palatal Lift Prosthesis, Definitive	D5955	0	2082	FALSE
Palatal Lift Prosthesis, Interim	D5958	0	704	FALSE
Palatal Lift Prosthesis, Modification	D5959	0	146	FALSE
Speech Aid Prosthesis, Modification	D5960	0	751	FALSE
Surgical Stent	D5982	0	141	FALSE
Radiation Carrier	D5983	0	464	FALSE
Fluoride Gel Carrier	D5986	0	79	FALSE
Surgical Splint	D5988	0	211	FALSE
Surgical Placement Of Implant Body: Endosteal Implant	D6010	0	1319	FALSE
Surgical Placement Of Interim Implant Body For Transitional Prosthesis: Endosteal Implant	D6012	0	1247	FALSE
Surgical Placement: Eposteal Implant	D6040	0	2892	FALSE
Surgical Placement: Transosteal Implant	D6050	0	2451	FALSE
Semi-Precision Attachment Abutment	D6052	0	558	FALSE
Connecting Bar – Implant Supported Or Abutment Supported	D6055	0	1482	FALSE
Prefabricated Abutment – Includes Modification And Placement	D6056	0	456	FALSE
Custom Fabricated Abutment – Includes Placement	D6057	0	592	FALSE
Abutment Supported Porcelain/Ceramic Crown	D6058	0	1046	FALSE
Abutment Supported Porcelain Fused To Metal Crown (High Noble Metal)	D6059	0	1006	FALSE
Abutment Supported Porcelain Fused To Metal Crown (Predominantly Base Metal)	D6060	0	872	FALSE
Abutment Supported Porcelain Fused To Metal Crown (Noble Metal)	D6061	0	994	FALSE
Abutment Supported Cast Metal Crown (High Noble Metal)	D6062	0	1023	FALSE
Abutment Supported Cast Metal Crown (Predominantly Base Metal)	D6063	0	850	FALSE
Abutment Supported Cast Metal Crown (Noble Metal)	D6064	0	976	FALSE
Implant Supported Porcelain/Ceramic Crown	D6065	0	1044	FALSE
Implant Supported Crown - Porcelain Fused To High Noble Alloys	D6066	0	1020	FALSE
Implant Supported Metal Crown (Titanium, Titanium Alloy, High Noble Metal)	D6067	0	1009	FALSE
Abutment Supported Retainer For Porcelain/Ceramic Fpd	D6068	0	1040	FALSE
Abutment Supported Retainer For Porcelain Fused To Metal Fpd (High Noble Metal)	D6069	0	1016	FALSE
Abutment Supported Retainer For Porcelain Fused To Metal Fpd (Predominantly Base Metal)	D6070	0	899	FALSE
Abutment Supported Retainer For Porcelain Fused To Metal Fpd (Noble Metal)	D6071	0	991	FALSE
Abutment Supported Retainer For Cast Metal Fpd (High Noble Metal)	D6072	0	1009	FALSE
Abutment Supported Retainer For Cast Metal Fpd (Predominantly Base Metal)	D6073	0	835	FALSE
Abutment Supported Retainer For Cast Metal Fpd (Noble Metal)	D6074	0	965	FALSE
Implant Supported Retainer For Ceramic Fpd	D6075	0	1031	FALSE
Implant Supported Retainer For Fpd - Porcelain Fused To High Noble Alloys	D6076	0	1015	FALSE
Implant Supported Retainer For Metal Fpd - High Noble Alloys	D6077	0	1024	FALSE
Implant Maintenance Procedures When Prostheses Are Removed And Reinserted, Including Cleansing Of Prostheses And Abutments	D6080	0	72	FALSE
Repair Implant Supported Prosthesis, By Report	D6090	0	298	FALSE
Replacement Of Semi-Precision Or Precision Attachment (Male Or Female Component) Of Implant/Abutment Supported Prosthesis, Per Attachment	D6091	0	217	FALSE
Re-Cement Or Re-Bond Implant/Abutment Supported Crown	D6092	0	60	FALSE
Re-Cement Or Re-Bond Implant/Abutment Supported Fixed Partial Denture	D6093	0	93	FALSE
Abutment Supported Crown - Titanium And Titanium Alloys	D6094	0	1022	FALSE
Repair Implant Abutment, By Report	D6095	0	268	FALSE
Implant Removal, By Report	D6100	0	337	FALSE
Implant /Abutment Supported Removable Denture For Edentulous Arch – Maxillary	D6110	0	1265	FALSE
Abutment Supported Retainer Crown For Fpd – Titanium And Titanium Alloys	D6194	0	1041	FALSE
Pontic - Indirect Resin Based Composite	D6205	0	425	FALSE
Tooth Replacement Part Of Permanent Bridge	D6210	0	716	FALSE
Pontic - Cast Predominantly Base Metal	D6211	0	609	FALSE
Pontic - Cast Noble Metal	D6212	0	672	FALSE
Pontic - Titanium And Titanium Alloys	D6214	0	649	FALSE
Pontic - Porcelain Fused To High Noble Metal	D6240	0	722	FALSE
Pontic - Porcelain Fused To Predominantly Base Metal	D6241	0	641	FALSE
Pontic - Porcelain Fused To Noble Metal	D6242	0	689	FALSE
Pontic - Porcelain/Ceramic	D6245	0	733	FALSE
Pontic - Resin With High Noble Metal	D6250	0	681	FALSE
Pontic - Resin With Predominantly Base Metal	D6251	0	574	FALSE
Pontic - Resin With Noble Metal	D6252	0	603	FALSE
Provisional Pontic - Further Treatment Or Completion Of Diagnosis Necessary Prior To Final  Impression	D6253	0	175	FALSE
Retainer - Cast Metal For Resin Bonded Fixed Prosthesis	D6545	0	282	FALSE
Retainer - Porcelain/Ceramic For Resin Bonded Fixed Prosthesis	D6548	0	269	FALSE
Retainer Inlay - Porcelain/Ceramic, Two Surfaces	D6600	0	536	FALSE
Retainer Inlay - Porcelain/Ceramic, Three Or More Surfaces	D6601	0	564	FALSE
Retainer Inlay - Cast High Noble Metal, Two Surfaces	D6602	0	462	FALSE
Retainer Inlay - Cast High Noble Metal, Three Or More Surfaces	D6603	0	497	FALSE
Retainer Inlay - Cast Predominantly Base Metal, Two Surfaces	D6604	0	460	FALSE
Retainer Inlay - Cast Predominantly Base Metal, Three Or More Surfaces	D6605	0	498	FALSE
Retainer Inlay - Cast Noble Metal, Two Surfaces	D6606	0	459	FALSE
Retainer Inlay - Cast Noble Metal, Three Or More Surfaces	D6607	0	509	FALSE
Retainer Onlay - Porcelain/Ceramic, Two Surfaces	D6608	0	601	FALSE
Retainer Onlay - Porcelain/Ceramic, Three Or More Surfaces	D6609	0	647	FALSE
Retainer Onlay - Cast High Noble Metal, Two Surfaces	D6610	0	526	FALSE
Retainer Onlay - Cast High Noble Metal, Three Or More Surfaces	D6611	0	601	FALSE
Retainer Onlay - Cast Predominantly Base Metal, Two Surfaces	D6612	0	517	FALSE
Retainer Onlay - Cast Predominantly Base Metal, Three Or More Surfaces	D6613	0	578	FALSE
Retainer Onlay - Cast Noble Metal, Two Surfaces	D6614	0	518	FALSE
Retainer Onlay - Cast Noble Metal, Three Or More Surfaces	D6615	0	585	FALSE
Retainer Inlay - Titanium	D6624	0	454	FALSE
Retainer Onlay - Titanium	D6634	0	514	FALSE
Retainer Crown - Indirect Resin Based Composite	D6710	0	369	FALSE
Retainer Crown - Resin With High Noble Metal	D6720	0	490	FALSE
Retainer Crown - Resin With Predominantly Base Metal	D6721	0	438	FALSE
Retainer Crown - Resin With Noble Metal	D6722	0	449	FALSE
Retainer Crown - Porcelain/Ceramic	D6740	0	747	FALSE
Retainer Crown - Porcelain Fused To High Noble Metal	D6750	0	736	FALSE
Retainer Crown - Porcelain Fused To Predominantly Base Metal	D6751	0	648	FALSE
Retainer Crown - Porcelain Fused To Noble Metal	D6752	0	695	FALSE
Retainer Crown - 3/4 Cast High Noble Metal	D6780	0	680	FALSE
Retainer Crown - 3/4 Cast Predominantly Base Metal	D6781	0	607	FALSE
Retainer Crown - 3/4 Cast Noble Metal	D6782	0	632	FALSE
Retainer Crown - 3/4 Porcelain/Ceramic	D6783	0	701	FALSE
Retainer Crown - Full Cast High Noble Metal	D6790	0	717	FALSE
Retainer Crown - Full Cast Predominantly Base Metal	D6791	0	628	FALSE
Retainer Crown - Full Cast Noble Metal	D6792	0	672	FALSE
Provisional Retainer Crown - Further Treatment Or Completion Of Diagnosis  Necessary Prior To Final Impression	D6793	0	175	FALSE
Retainer Crown - Titanium And Titanium Alloys	D6794	0	656	FALSE
Connector Bar	D6920	0	313	FALSE
Re-Cement Or Re-Bond Fixed Partial Denture	D6930	0	69	FALSE
Stress Breaker	D6940	0	184	FALSE
Precision Attachment	D6950	0	266	FALSE
Fixed Partial Denture Repair Necessitated By Restorative Material Failure	D6980	0	169	FALSE
Pediatric Partial Denture, Fixed	D6985	0	270	FALSE
Extraction, Coronal Remnants – Primary Tooth	D7111	0	54	FALSE
